Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,RSI
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.58294677734375,126743200,78.00912513732911,63.879136084635434
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.09867095947266,199588400,78.12362518310547,49.368860133542604
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.89242553710938,173788400,78.26400032043458,42.98750522119832
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.36490631103516,136616400,78.5021255493164,54.739601916479636
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.99575805664062,118826800,78.79037551879883,57.618700029482696
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.9080581665039,105425600,79.06562538146973,57.52907605151069
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.83549499511719,117684000,79.19562530517578,50.9572816598695
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.2051773071289,109348800,79.33587532043457,53.702040042214655
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.73335266113281,94323200,79.36900024414062,51.40294891406294
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.57935333251953,113730400,79.55050048828124,55.37569403534079
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.01264190673828,94747600,79.71962547302246,54.342070073292305
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.0321044921875,80113600,79.84100074768067,62.0736474810336
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.58499908447266,152531200,79.84437561035156,51.03198117498627
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.7086181640625,93984000,79.93250045776367,49.41406182091098
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.90116882324219,100566000,79.96500015258789,47.22351442285783
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.13787078857422,129554000,79.8877498626709,53.09546581159175
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.52130126953125,222195200,79.63612480163575,42.64044613929294
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.0648422241211,230673600,79.37524948120117,28.364506075616262
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.17632293701172,198054800,79.06224937438965,30.29556681102791
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.52365112304688,320605600,78.42699928283692,20.78012456819991
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.4847412109375,426510000,77.79562416076661,22.030464874094534
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.67449951171875,341397200,77.66187400817871,39.4094786320316
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.36641693115234,319475600,77.42012405395508,36.820140575677215
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.6303482055664,219178400,77.21874885559082,39.87079195533325
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.24198913574219,187572800,76.86212387084962,37.54192507522298
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.29590606689453,226176800,76.40987396240234,36.39805698910043
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.73604583740234,286744800,75.73662414550782,32.26586335458194
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.39844512939453,285290000,75.28399925231933,38.29357616992938
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,66.98820495605469,255598800,74.73174934387207,36.80992294260635
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.372798919677734,418474000,73.74462413787842,32.94569438945521
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.60594940185547,370732000,73.15837421417237,45.068568126544235
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,58.908660888671875,322423600,72.1241241455078,40.05291505656977
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.49887466430664,324056000,71.29737415313721,41.593069510005456
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,59.993385314941406,300233600,70.33549919128419,43.998927771568965
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.53371047973633,271857200,69.39149932861328,43.661285929638446
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.754180908203125,401693200,68.34387454986572,33.86071148191547
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.56973648071289,336752800,67.4212495803833,34.60242997602262
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.044456481933594,287531200,66.90624980926513,37.30454702266999
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.71369552612305,303602000,66.31712493896484,38.796442597225735
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,62.855995178222656,252087200,66.12862510681153,43.06569353164804
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.25362777709961,204216800,65.80837535858154,45.57842498918428
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,61.973140716552734,167976400,65.25837535858155,42.224033630741495
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,61.84666442871094,197002000,64.82050018310547,44.345174514034255
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.59247589111328,176218400,64.04762535095215,47.88561743137357
